Country,Year,State/Province,ISO_Code,Economic Freedom Summary Index,Rank,Quantile,General Consumption Expenditure,Transfers and subsidies,Insurance and Retirement Payments,Government enterprises and investment,Government Spending,Income and Payroll Tax Revenue,Top Marginal Income Tax Rate,Top Marginal Income Payroll tax Rate,world-adjusted,Property Tax and Other Taxes,Sales Tax Revenue,Taxes,Minimum Wage Legislation,Government Employment,Union Density,Hiring regulations and minimum wage,Labor Market Freedom,Credit Market Regulation,Business Regulations,Labor Market Freedom.1
USA,2011,Utah,US-UT,5.33,30,3,7.09,0,5.72,,4.27,5.51,,,7,7.27,4.74,6.13,2.83,6.35,7.56,,,,,5.58
USA,2011,Virginia,US-VA,7.25,2,1,9.45,5.72,7.4,,7.52,5.84,,,7,5.98,7.55,6.59,7.4,6.43,9.03,,,,,7.62
USA,2011,Vermont,US-VT,4.97,38,4,4.99,3.71,6.96,,5.22,5.98,,,6,0.47,5.31,4.44,4.88,6.38,4.52,,,,,5.26
USA,2011,Washington,US-WA,4.95,40,4,8.19,3.92,1.74,,4.62,8.88,,,10,5.79,0.66,6.33,4.05,4.92,2.7,,,,,3.89
USA,2011,Wisconsin,US-WI,5.08,37,3,6.5,6.9,1.92,,5.11,4.63,,,6,2.84,5.81,4.82,5.59,6.38,3.96,,,,,5.31
USA,2011,West Virginia,US-WV,4.81,44,4,5.03,5.33,3.77,,4.71,4.74,,,6.5,7.82,3.93,5.75,3.01,2.81,6.07,,,,,3.96
USA,2011,Wyoming,US-WY,5.75,23,2,3.1,7.89,3.61,,4.87,9.05,,,10,2.26,3.68,6.25,8.13,0.93,9.37,,,,,6.15
USA,2012,Alaska,US-AK,4.53,49,4,0.2,4.44,0,,1.55,6.17,,,10,4.02,8.97,7.29,8.01,2.85,3.38,,,,,4.75
USA,2012,Alabama,US-AL,6.07,23,2,6.48,6.86,4.73,,6.03,6.73,,,8,9.5,4.2,7.11,3.57,4.59,7.05,,,,,5.07
USA,2012,Arkansas,US-AR,5.69,28,3,6.67,4.21,6.04,,5.64,3.98,,,6,9.38,2.66,5.5,3.89,4.66,9.21,,,,,5.92
USA,2012,Arizona,US-AZ,6.4,15,2,8.41,7.54,5.32,,7.09,7.73,,,8,6.76,3.06,6.39,3.04,6.89,7.26,,,,,5.73
USA,2012,California,US-CA,4.64,47,4,7.52,2.97,0.16,,3.55,3.6,,,5,5.91,5.82,5.08,6.33,7.43,2.13,,,,,5.3
USA,2012,Colorado,US-CO,6.59,12,1,8.84,8.95,3.17,,6.99,6.15,,,7,6.31,5.53,6.25,6.24,6.96,6.4,,,,,6.53
USA,2012,Connecticut,US-CT,6.35,17,2,9.89,8.34,3.56,,7.27,4.14,,,7,3.56,6.12,5.2,9.21,7.38,3.16,,,,,6.58
USA,2012,Delaware,US-DE,5.09,43,4,5.57,2.85,4.1,,4.18,3.67,,,6.5,1.09,9.22,5.12,6.47,6.46,5.03,,,,,5.99
USA,2012,Florida,US-FL,7.28,6,1,8.56,8.12,7.28,,7.99,9.87,,,10,5.43,3.89,7.29,4.93,8.83,5.88,,,,,6.55
USA,2012,Georgia,US-GA,6.51,14,2,8.29,7.6,4.98,,6.96,6.27,,,6,7.25,5.34,6.21,4.26,6.92,7.86,,,,,6.35
USA,2012,Hawaii,US-HI,5.2,40,4,6.85,8.34,3.8,,6.33,5.33,,,4,7.46,0,4.2,6.39,6.94,1.88,,,,,5.07
USA,2012,Iowa,US-IA,5.73,27,2,6.72,5.59,5.68,,6,5.26,,,7.5,4.38,5.09,5.56,6.12,5.48,5.28,,,,,5.63
USA,2012,Idaho,US-ID,6.21,21,2,7.78,8.07,5.18,,7.01,5.02,,,6,7,5.92,5.98,3.25,5.58,8.09,,,,,5.64
USA,2012,Illinois,US-IL,5.35,35,3,8.6,8.61,0.32,,5.84,4.29,,,7,2.37,5.78,4.86,5.34,7.58,3.12,,,,,5.35
USA,2012,Indiana,US-IN,6.4,15,2,8.32,5.76,6.92,,7,5.62,,,8,7.55,4.22,6.35,4.99,6.99,5.62,,,,,5.87
USA,2012,Kansas,US-KS,6.76,10,1,8.21,10,6.49,,8.23,5.95,,,6,6.5,4.65,5.77,6.81,4.48,7.56,,,,,6.28
USA,2012,Kentucky,US-KY,5.03,46,4,6.86,3.38,1.3,,3.85,4.15,,,6.5,8.96,4.88,6.12,3.59,5.85,5.96,,,,,5.13
USA,2012,Louisiana,US-LA,6.32,18,2,5.63,7.85,4.5,,6,7.74,,,8,9.31,2.54,6.9,5.53,5.12,7.58,,,,,6.08
USA,2012,Massachusetts,US-MA,6.28,20,2,8.75,8.58,2.66,,6.67,3.45,,,7,4.51,7.79,5.69,8.25,8.91,2.28,,,,,6.48
USA,2012,Maryland,US-MD,6.54,13,1,8.53,2.82,6.14,,5.83,3.14,,,8,6.87,6.79,6.2,8.55,7.76,6.5,,,,,7.6
USA,2012,Maine,US-ME,5.21,38,4,5.61,7.06,5.17,,5.95,4.78,,,5,2,5.43,4.3,4.85,6.75,4.53,,,,,5.38
USA,2012,Michigan,US-MI,5.46,32,3,6.86,6.89,2.38,,5.38,6.3,,,8,5.04,5.33,6.17,4.63,7.22,2.65,,,,,4.83
USA,2012,Minnesota,US-MN,5.42,34,3,7.52,3.92,4.75,,5.4,3.72,,,5.5,5.45,4.67,4.83,7.43,7.28,3.41,,,,,6.04
USA,2012,Missouri,US-MO,6.66,11,1,8.04,8.47,4.79,,7.1,6.1,,,8,7.67,5.68,6.86,5.3,6.8,5.93,,,,,6.01
USA,2012,Mississippi,US-MS,5.34,36,3,4.12,7.95,3.48,,5.18,7.01,,,7,6.84,3.14,6,2.57,2.08,9.86,,,,,4.84
USA,2012,Montana,US-MT,5.93,25,2,6.91,7.84,4.29,,6.35,5.07,,,8,4.11,9.02,6.55,4.67,5.86,4.16,,,,,4.9
USA,2012,North Carolina,US-NC,6.3,19,2,7.38,7.53,5.02,,6.64,5.03,,,5.5,7.76,5.6,5.97,4.87,5.15,8.84,,,,,6.29
USA,2012,North Dakota,US-ND,7.29,5,1,9.05,5.41,7.92,,7.46,7.07,,,9,8.56,3.18,6.95,9.23,6.14,7.02,,,,,7.46
USA,2012,Nebraska,US-NE,7.04,7,1,8.56,9.07,8.4,,8.68,6.23,,,6,4.43,6.19,5.71,7.17,5.97,7.06,,,,,6.74
USA,2012,New Hampshire,US-NH,7.56,2,1,9.67,8.28,8.61,,8.85,8.65,,,10,0.55,9.14,7.09,8.2,7.7,4.34,,,,,6.75
USA,2012,New Jersey,US-NJ,5.3,37,3,8.19,6.73,0.8,,5.24,4.87,,,6,0,6.88,4.44,8.89,6.9,2.88,,,,,6.22
USA,2012,New Mexico,US-NM,5.06,44,4,4.26,6.42,1.57,,4.08,6.89,,,7,9.36,2.29,6.38,3,1.48,9.66,,,,,4.71
USA,2012,Nevada,US-NV,6.07,23,2,9.34,7.97,2.95,,6.75,10,,,10,5.26,0.96,6.56,3.24,9.61,1.83,,,,,4.89
USA,2012,New York,US-NY,3.95,50,4,5.49,5.97,0,,3.82,0.33,,,6,1.31,4.74,3.1,8.61,6.22,0,,,,,4.94
USA,2012,Ohio,US-OH,5.05,45,4,6.98,5.21,0,,4.07,4.44,,,8,5.26,5.53,5.81,4.6,7.32,3.92,,,,,5.28
USA,2012,Oklahoma,US-OK,6.89,9,1,8.8,7.83,6.38,,7.67,6.46,,,7,9.64,4.81,6.98,5.92,4.36,7.83,,,,,6.04
USA,2012,Oregon,US-OR,4.59,48,4,6.12,6.42,0,,4.18,2.15,,,7,3.79,9.4,5.58,1.95,6.84,3.2,,,,,4
USA,2012,Pennsylvania,US-PA,5.92,26,2,7.92,5.92,2.42,,5.42,4.98,,,8,5.29,5.69,5.99,6.96,9.05,3.05,,,,,6.36
USA,2012,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,2012,Rhode Island,US-RI,5.19,41,4,6.97,7.23,0,,4.73,4.93,,,8,1.57,5.74,5.06,6.64,8.88,1.79,,,,,5.77
USA,2012,South Carolina,US-SC,5.51,30,3,6.61,3.03,4.3,,4.64,6.68,,,6,5.8,6.18,6.16,3.64,4.66,8.9,,,,,5.73
USA,2012,South Dakota,US-SD,7.79,1,1,9.81,8.5,8.17,,8.82,10,,,10,6.26,3.96,7.56,6.85,6.36,7.79,,,,,7
USA,2012,Tennessee,US-TN,6.96,8,1,8.49,4.62,7.33,,6.81,9.29,,,10,7.83,3.14,7.57,4.97,7.35,7.16,,,,,6.49
USA,2012,Texas,US-TX,7.44,3,1,9.48,9.08,6.58,,8.38,10,,,10,4.12,4.17,7.07,6.52,7.15,6.92,,,,,6.86
USA,2012,Utah,US-UT,5.63,29,3,7.33,0.46,6.54,,4.78,5.35,,,7,7.4,4.89,6.16,3.65,6.44,7.77,,,,,5.95
USA,2012,Virginia,US-VA,7.38,4,1,9.65,5.63,7.61,,7.63,5.71,,,7,6.28,7.7,6.67,7.8,6.5,9.21,,,,,7.84
USA,2012,Vermont,US-VT,5.12,42,4,4.96,4.03,7.67,,5.55,5.77,,,6,1.12,5.08,4.49,4.76,6.44,4.79,,,,,5.33
USA,2012,Washington,US-WA,5.48,31,3,8.71,4.58,3.35,,5.54,9.01,,,10,5.95,1.29,6.56,4.44,5.46,3.08,,,,,4.33
USA,2012,Wisconsin,US-WI,5.43,33,3,7.09,6.95,2.83,,5.62,4.48,,,6,3.11,5.89,4.87,6.14,6.45,4.84,,,,,5.81
USA,2012,West Virginia,US-WV,5.21,38,4,5.36,6.55,4.26,,5.39,4.91,,,6.5,8.02,3.91,5.84,3.41,2.8,7.02,,,,,4.41
USA,2012,Wyoming,US-WY,6.09,22,2,3.96,8.32,4.55,,5.61,8.87,,,10,2.49,3.35,6.18,8.82,0.96,9.68,,,,,6.49
USA,2013,Alaska,US-AK,4.74,47,4,0,4.12,0,,1.37,5.96,,,10,7.67,8.94,8.14,7.83,3.05,3.19,,,,,4.69
USA,2013,Alabama,US-AL,6.05,24,2,6.48,6.42,5.14,,6.01,6.69,,,8,9.47,4.14,7.08,3.65,4.74,6.76,,,,,5.05
USA,2013,Arkansas,US-AR,5.68,29,3,6.68,4.38,5.77,,5.61,3.73,,,6,9.19,2.62,5.39,3.93,4.85,9.31,,,,,6.03
USA,2013,Arizona,US-AZ,6.47,14,2,8.3,7.5,5.83,,7.21,7.57,,,8,6.58,3.13,6.32,2.98,7.11,7.58,,,,,5.89
USA,2013,California,US-CA,4.26,49,4,6.58,2.8,0.63,,3.34,2.66,,,3,4.87,4.99,3.88,6.43,7.72,2.52,,,,,5.56
USA,2013,Colorado,US-CO,6.62,12,1,8.46,8.98,4.03,,7.16,5.84,,,7,5.79,5.58,6.05,6.5,6.97,6.47,,,,,6.65
USA,2013,Connecticut,US-CT,6.18,21,2,9.38,8.2,3.65,,7.08,3.7,,,7,2.38,5.92,4.75,8.98,7.49,3.69,,,,,6.72
USA,2013,Delaware,US-DE,5.22,38,4,5.22,1.99,5.64,,4.28,3.95,,,6,1.2,9.27,5.11,6.56,6.66,5.58,,,,,6.27
USA,2013,Florida,US-FL,7.22,4,1,8.5,8.06,7.64,,8.07,9.85,,,10,4.76,3.33,6.99,4.57,9.16,6.12,,,,,6.62
USA,2013,Georgia,US-GA,6.48,13,1,7.99,7.92,5.42,,7.11,5.94,,,6,6.49,5.3,5.93,4.38,7.27,7.51,,,,,6.39
USA,2013,Hawaii,US-HI,5.21,39,4,6.9,8.39,4.44,,6.58,4.62,,,4,6.97,0,3.9,6.43,7.11,1.89,,,,,5.14
USA,2013,Iowa,US-IA,5.71,28,3,6.6,5.43,5.91,,5.98,4.91,,,7.5,3.78,5.08,5.32,6.28,5.66,5.53,,,,,5.82
USA,2013,Idaho,US-ID,6.39,17,2,7.61,8.4,5.97,,7.33,4.99,,,6,6.88,5.78,5.91,3.69,5.83,8.23,,,,,5.91
USA,2013,Illinois,US-IL,5.33,36,3,8.01,8.77,1,,5.93,3.9,,,7,1.82,5.75,4.62,5.64,7.73,2.95,,,,,5.44
USA,2013,Indiana,US-IN,6.4,16,2,7.63,6.06,7.83,,7.17,5.63,,,8,7.11,3.43,6.04,5.1,7.24,5.61,,,,,5.98
USA,2013,Kansas,US-KS,7.02,8,1,8.67,10,7.15,,8.61,5.9,,,7,6.32,4.7,5.98,7.04,4.59,7.77,,,,,6.47
USA,2013,Kentucky,US-KY,5.05,43,4,7.03,3.02,2.14,,4.07,3.82,,,6.5,8.91,4.85,6.02,3.67,6,5.53,,,,,5.07
USA,2013,Louisiana,US-LA,6.41,15,2,5.16,8.31,3.97,,5.81,7.57,,,8,9.26,2.51,6.84,5.65,5.77,8.29,,,,,6.57
USA,2013,Massachusetts,US-MA,6.35,19,2,8.58,8.57,3.16,,6.77,3.17,,,7,4.05,7.75,5.49,8.25,9.05,3.06,,,,,6.78
USA,2013,Maryland,US-MD,6.38,18,2,8.56,2.19,6.18,,5.64,2.67,,,8,6.25,6.66,5.89,8.44,7.93,6.41,,,,,7.59
USA,2013,Maine,US-ME,5.38,35,3,6.22,7.73,5.38,,6.44,4.68,,,5,1.44,5.32,4.11,4.82,6.96,4.98,,,,,5.59
USA,2013,Michigan,US-MI,5.57,30,3,6.7,7.05,3.17,,5.64,5.77,,,8,4.8,5.57,6.03,4.74,7.59,2.75,,,,,5.03
USA,2013,Minnesota,US-MN,5.54,31,3,8.01,3.79,5.33,,5.71,2.91,,,5.5,5.29,5.37,4.77,7.46,7.41,3.53,,,,,6.13
USA,2013,Missouri,US-MO,6.69,11,1,8.28,8.46,5.08,,7.27,5.91,,,8,7.49,5.7,6.78,5.19,6.95,5.94,,,,,6.03
USA,2013,Mississippi,US-MS,5.33,36,3,4.14,7.69,3.55,,5.13,6.67,,,7,6.53,2.97,5.79,2.86,2.33,10,,,,,5.07
USA,2013,Montana,US-MT,5.85,26,2,6.83,7.6,4.22,,6.22,4.33,,,8,3.6,8.98,6.23,4.38,5.97,4.93,,,,,5.09
USA,2013,North Carolina,US-NC,6.06,22,2,6.97,6.92,5.25,,6.38,4.52,,,5,7.25,5.43,5.55,4.61,5.33,8.84,,,,,6.26
USA,2013,North Dakota,US-ND,6.99,9,1,8.56,5.61,6.66,,6.94,5.86,,,9,8.94,2.33,6.53,8.95,6.47,7.04,,,,,7.49
USA,2013,Nebraska,US-NE,6.86,10,1,7.98,8.91,8.69,,8.52,5.77,,,6,3.75,5.87,5.35,7.16,6.11,6.84,,,,,6.7
USA,2013,New Hampshire,US-NH,7.61,2,1,9.84,8.41,8.58,,8.94,8.59,,,10,0,8.94,6.88,8.15,7.89,5.01,,,,,7.02
USA,2013,New Jersey,US-NJ,5.41,34,3,8.36,6.61,1.55,,5.51,4.43,,,6,0,6.85,4.32,8.93,7.05,3.18,,,,,6.39
USA,2013,New Mexico,US-NM,4.93,46,4,3.73,6.41,1.48,,3.87,6.65,,,7,8.77,2.15,6.14,2.7,1.62,10,,,,,4.77
USA,2013,Nevada,US-NV,6.06,22,2,8.98,7.47,3.97,,6.81,9.92,,,10,5,0.54,6.36,3.14,9.82,2.11,,,,,5.02
USA,2013,New York,US-NY,3.87,50,4,4.75,5.99,0.02,,3.59,0,,,6,1.15,4.72,2.97,8.67,6.51,0,,,,,5.06
USA,2013,Ohio,US-OH,5.02,44,4,6.85,5.33,0,,4.06,4.18,,,8,5.21,5.3,5.67,4.5,7.5,4,,,,,5.33
USA,2013,Oklahoma,US-OK,7.07,6,1,9,7.79,6.99,,7.93,6.33,,,7,10,4.92,7.06,6.45,4.38,7.79,,,,,6.21
USA,2013,Oregon,US-OR,4.67,48,4,5.99,6.15,0,,4.05,1.73,,,8,3.4,9.48,5.65,1.84,7.24,3.86,,,,,4.31
USA,2013,Pennsylvania,US-PA,5.98,25,2,7.86,6.16,3.16,,5.73,3.71,,,8,5.21,5.76,5.67,7.05,9.07,3.53,,,,,6.55
USA,2013,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,2013,Rhode Island,US-RI,5.08,41,4,7.04,7.11,0,,4.72,4.77,,,8,0.83,5.6,4.8,6.01,9.02,2.18,,,,,5.74
USA,2013,South Carolina,US-SC,5.48,33,3,6.86,2.54,4.62,,4.68,6.43,,,6,5.17,5.9,5.88,3.73,4.78,9.17,,,,,5.89
USA,2013,South Dakota,US-SD,7.84,1,1,9.69,8.58,8.03,,8.77,10,,,10,6.32,3.87,7.55,6.89,6.41,8.29,,,,,7.2
USA,2013,Tennessee,US-TN,7.03,7,1,8.92,4.74,7.98,,7.21,9.3,,,10,7.58,3.06,7.48,4.99,7.56,6.67,,,,,6.41
USA,2013,Texas,US-TX,7.5,3,1,9.64,8.98,6.64,,8.42,10,,,10,3.75,4.02,6.94,6.68,7.4,7.35,,,,,7.14
USA,2013,Utah,US-UT,5.73,27,2,7.12,0.98,6.86,,4.99,4.7,,,7,6.74,5.05,5.87,3.86,6.75,8.39,,,,,6.33
USA,2013,Virginia,US-VA,7.16,5,1,8.98,5.27,7.64,,7.3,5.4,,,7,5.69,7.45,6.39,7.63,6.63,9.08,,,,,7.78
USA,2013,Vermont,US-VT,5.02,44,4,4.04,3.8,7.99,,5.28,5.33,,,6,0.84,5.07,4.31,4.68,6.54,5.17,,,,,5.46
USA,2013,Washington,US-WA,5.54,31,3,9.05,4.39,4.2,,5.88,9.08,,,10,5.26,1.17,6.38,4.36,5.71,3.04,,,,,4.37
USA,2013,Wisconsin,US-WI,5.19,40,4,6.59,7.8,0.76,,5.05,4.22,,,6,2.88,5.86,4.74,6.17,6.57,4.63,,,,,5.79
USA,2013,West Virginia,US-WV,5.07,42,4,4.83,6.34,4.16,,5.11,4.67,,,6,7.86,3.82,5.59,3.35,3.24,6.96,,,,,4.52
USA,2013,Wyoming,US-WY,6.33,20,2,3.75,8.47,4.15,,5.46,8.89,,,10,3.27,5.51,6.92,8.74,1.09,10,,,,,6.61
USA,2014,Alaska,US-AK,4.59,48,4,0,4.51,0.81,,1.77,7.98,,,10,1.66,8.95,7.15,8.44,3.12,3.04,,,,,4.87
USA,2014,Alabama,US-AL,6.13,26,2,6.5,6.29,5.33,,6.04,6.87,,,8,9.85,4.28,7.25,4.08,4.86,6.37,,,,,5.1
USA,2014,Arkansas,US-AR,6.07,28,3,6.81,5.2,6.51,,6.17,5.63,,,6,9.57,2.44,5.91,4.74,5.06,8.53,,,,,6.11
USA,2014,Arizona,US-AZ,6.68,16,2,8.53,7.28,6.25,,7.35,7.75,,,8,7.55,3.57,6.72,3.46,7.3,7.15,,,,,5.97
USA,2014,California,US-CA,4.53,49,4,7.54,3.09,1.42,,4.01,2.88,,,3,6.19,5.27,4.33,5.62,7.83,2.25,,,,,5.23
USA,2014,Colorado,US-CO,6.91,12,1,9.27,9.03,4.8,,7.7,5.88,,,7,7.03,5.83,6.44,7,7.16,5.63,,,,,6.6
USA,2014,Connecticut,US-CT,6.35,22,2,9.45,8.53,4.44,,7.47,4,,,7,3.16,6.18,5.08,8.89,7.59,3.02,,,,,6.5
USA,2014,Delaware,US-DE,5.34,41,4,5.51,1.71,6.31,,4.51,4.66,,,6,1.5,9.41,5.39,6.17,6.88,5.32,,,,,6.12
USA,2014,Florida,US-FL,7.6,4,1,8.9,8.31,8.07,,8.43,9.98,,,10,6.17,4.06,7.55,5.11,9.57,5.75,,,,,6.81
USA,2014,Georgia,US-GA,6.97,11,1,8.87,8.08,6.16,,7.7,6.1,,,6,7.38,5.89,6.34,5.18,7.69,7.77,,,,,6.88
USA,2014,Hawaii,US-HI,5.36,40,4,6.22,8.4,5.15,,6.59,4.92,,,4,7.53,0,4.11,7.01,7.16,1.96,,,,,5.38
USA,2014,Iowa,US-IA,5.92,29,3,6.67,5.47,6.17,,6.11,5.54,,,7.5,4.42,5.75,5.8,6.64,5.74,5.16,,,,,5.85
USA,2014,Idaho,US-ID,6.63,18,2,8.2,8.62,6.57,,7.79,5.37,,,6,7.13,5.94,6.11,4.33,6.02,7.62,,,,,5.99
USA,2014,Illinois,US-IL,5.59,34,3,8.54,8.66,1.15,,6.12,4.32,,,7,3,5.68,5,6.23,7.89,2.84,,,,,5.66
USA,2014,Indiana,US-IN,6.7,15,2,8.35,5.96,8.56,,7.62,5.91,,,8,8.24,4.26,6.6,5.59,7.38,4.66,,,,,5.88
USA,2014,Kansas,US-KS,7.03,9,1,8.15,10,7.43,,8.53,6.66,,,7,6.24,4.62,6.13,7.26,4.79,7.21,,,,,6.42
USA,2014,Kentucky,US-KY,5.26,43,4,7.03,3.15,3.07,,4.42,4,,,6.5,9.11,4.8,6.1,4.32,6.22,5.23,,,,,5.26
USA,2014,Louisiana,US-LA,6.38,21,2,6.4,6.12,4.27,,5.59,7.51,,,8,9.26,2.7,6.87,6.18,6.41,7.46,,,,,6.68
USA,2014,Massachusetts,US-MA,6.51,19,2,8.45,8.8,4.06,,7.1,3.27,,,7,4.18,7.69,5.53,8.67,9.1,2.89,,,,,6.89
USA,2014,Maryland,US-MD,6.39,20,2,8.13,2.54,6.4,,5.69,2.97,,,8,6.17,6.4,5.89,8.72,8.03,6.06,,,,,7.6
USA,2014,Maine,US-ME,5.53,35,3,5.49,8.09,5.97,,6.52,5.28,,,5,1.7,5.11,4.27,5.32,7.08,5.03,,,,,5.81
USA,2014,Michigan,US-MI,5.78,33,3,7.14,6.89,4.19,,6.07,6.21,,,8,5.46,5.68,6.34,3.92,7.87,3,,,,,4.93
USA,2014,Minnesota,US-MN,5.43,36,3,7.38,4.45,5.43,,5.75,2.99,,,5,5.95,4.6,4.64,6.8,7.5,3.4,,,,,5.9
USA,2014,Missouri,US-MO,6.84,13,1,8.37,8.34,5.44,,7.38,6.14,,,8,7.89,5.76,6.95,5.38,7.07,6.09,,,,,6.18
USA,2014,Mississippi,US-MS,5.4,39,4,4.38,7.33,3.65,,5.12,6.79,,,7,6.68,2.9,5.84,3.16,2.57,10,,,,,5.24
USA,2014,Montana,US-MT,6.1,27,2,6.89,7.72,4.79,,6.47,4.72,,,8,4.05,9.16,6.48,4.83,6.02,5.19,,,,,5.34
USA,2014,North Carolina,US-NC,6.77,14,2,7.57,7.12,7.16,,7.29,5.08,,,7,7.59,5.57,6.31,5.29,5.71,9.13,,,,,6.71
USA,2014,North Dakota,US-ND,7.17,8,1,8.71,5.75,6.62,,7.03,6.41,,,9,8.46,2.48,6.59,9.41,6.87,7.43,,,,,7.9
USA,2014,Nebraska,US-NE,7.03,9,1,8.54,8.99,8.72,,8.75,5.99,,,6,4.07,5.84,5.48,7.72,6.21,6.65,,,,,6.86
USA,2014,New Hampshire,US-NH,7.68,3,1,9.78,8.44,8.81,,9.01,8.84,,,10,0,9.22,7.02,8.52,7.96,4.52,,,,,7
USA,2014,New Jersey,US-NJ,5.43,36,3,8.12,6.71,2.92,,5.92,4.73,,,6,0,6.85,4.4,7.99,7.24,2.7,,,,,5.98
USA,2014,New Mexico,US-NM,5.25,44,4,4.02,7.15,1.92,,4.36,6.87,,,7,8.93,2.31,6.28,3.64,1.73,10,,,,,5.12
USA,2014,Nevada,US-NV,6.31,23,2,9.2,7.37,5.13,,7.23,9.12,,,10,6.02,0.72,6.47,3.94,10,1.78,,,,,5.24
USA,2014,New York,US-NY,4.02,50,4,5.59,5.69,1.52,,4.27,0,,,6,0.85,4.66,2.88,7.98,6.8,0,,,,,4.93
USA,2014,Ohio,US-OH,5.15,45,4,7.07,4.68,0,,3.92,5.44,,,8,5.91,4.86,6.05,4.85,7.66,3.91,,,,,5.47
USA,2014,Oklahoma,US-OK,7.35,5,1,9.18,7.9,7.26,,8.12,6.8,,,7,9.96,5.12,7.22,7.15,4.46,8.49,,,,,6.7
USA,2014,Oregon,US-OR,4.85,47,4,5.75,6.67,1.07,,4.5,1.76,,,8,3.96,9.44,5.79,2.53,7.46,2.78,,,,,4.26
USA,2014,Pennsylvania,US-PA,6.24,24,2,7.75,6.48,3.78,,6,4.74,,,8,5.4,5.89,6.01,7.51,9.28,3.35,,,,,6.71
USA,2014,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,2014,Rhode Island,US-RI,5.41,38,4,6.91,7.05,1.6,,5.18,5.11,,,8,1.46,5.67,5.06,6.09,9.14,2.75,,,,,5.99
USA,2014,South Carolina,US-SC,5.8,32,3,6.49,2.78,5.47,,4.92,6.68,,,6,5.85,6.14,6.17,4.51,4.98,9.47,,,,,6.32
USA,2014,South Dakota,US-SD,7.85,1,1,9.79,8.66,8.09,,8.85,10,,,10,5.91,3.71,7.4,7.37,6.48,8.03,,,,,7.3
USA,2014,Tennessee,US-TN,7.33,7,1,8.79,5.01,8.46,,7.42,9.57,,,10,7.84,3.61,7.76,5.44,7.87,7.16,,,,,6.82
USA,2014,Texas,US-TX,7.72,2,1,9.77,8.74,7.52,,8.67,10,,,10,5.21,3.53,7.18,7.34,7.62,6.97,,,,,7.31
USA,2014,Utah,US-UT,6.2,25,2,7.63,2.31,7.13,,5.69,5.01,,,7,7.58,5.41,6.25,4.52,6.98,8.46,,,,,6.65
USA,2014,Virginia,US-VA,7.34,6,1,9.1,5.54,7.95,,7.53,5.67,,,7,6.03,7.67,6.59,8.03,6.72,8.89,,,,,7.88
USA,2014,Vermont,US-VT,5.06,46,4,4.4,3.8,7.83,,5.34,5.47,,,6,0.82,5.13,4.35,5.03,6.55,4.9,,,,,5.49
USA,2014,Washington,US-WA,5.88,30,3,8.79,4.86,5.24,,6.3,9.13,,,10,5.95,1.41,6.62,5.04,5.88,3.24,,,,,4.72
USA,2014,Wisconsin,US-WI,5.81,31,3,7.03,7.3,4.29,,6.2,4.78,,,6,4.24,5.89,5.23,6.65,6.66,4.69,,,,,6
USA,2014,West Virginia,US-WV,5.3,42,4,5.28,6.29,4.22,,5.26,5.08,,,6,7.6,4.1,5.69,3.88,3.37,7.53,,,,,4.93
USA,2014,Wyoming,US-WY,6.65,17,2,5.07,8.75,4.44,,6.09,8.87,,,10,3.96,5.12,6.99,9.45,1.41,9.79,,,,,6.88
USA,2015,Alaska,US-AK,5,48,4,0,4.65,1.21,,1.95,9,,,10,4.93,8.98,8.23,7.43,3.15,3.91,,,,,4.83
USA,2015,Alabama,US-AL,6.33,25,2,6.74,6.14,5.39,,6.09,6.83,,,8,9.88,4.25,7.24,4.66,5.08,7.2,,,,,5.65
USA,2015,Arkansas,US-AR,6.16,29,3,6.56,5.61,6.67,,6.28,5.65,,,6,9.53,2.53,5.93,4.7,5.31,8.78,,,,,6.26
USA,2015,Arizona,US-AZ,6.86,12,1,8.7,7.31,6.52,,7.51,7.64,,,8,7.51,3.69,6.71,3.78,7.67,7.65,,,,,6.37
USA,2015,California,US-CA,4.75,49,4,6.97,3.33,2.09,,4.13,2.59,,,3,6.3,5.42,4.33,6.43,7.89,3.09,,,,,5.8
USA,2015,Colorado,US-CO,7.03,10,1,8.86,9.05,5.27,,7.73,5.71,,,7,7.16,5.65,6.38,7.02,7.3,6.58,,,,,6.97
USA,2015,Connecticut,US-CT,6.4,21,2,9.35,8.41,4.95,,7.57,3.86,,,7,3.15,6.5,5.13,8.66,7.76,3.08,,,,,6.5
USA,2015,Delaware,US-DE,5.51,38,4,5.63,0.82,6.53,,4.33,4.07,,,8,1.39,9.42,5.72,5.87,7.32,6.28,,,,,6.49
USA,2015,Florida,US-FL,7.76,2,1,9.21,8.45,8.4,,8.69,10,,,10,6.2,4.2,7.6,5.56,9.89,5.48,,,,,6.98
USA,2015,Georgia,US-GA,7.16,7,1,9.13,8.03,6.48,,7.88,6.08,,,6,7.5,6,6.39,5.83,7.98,7.84,,,,,7.21
USA,2015,Hawaii,US-HI,5.32,43,4,7.03,7.82,5.33,,6.73,5.02,,,4,7.19,0,4.05,6.64,7.21,1.68,,,,,5.18
