Country,Year,State/Province,ISO_Code,Economic Freedom Summary Index,Rank,Quantile,General Consumption Expenditure,Transfers and subsidies,Insurance and Retirement Payments,Government enterprises and investment,Government Spending,Income and Payroll Tax Revenue,Top Marginal Income Tax Rate,Top Marginal Income Payroll tax Rate,world-adjusted,Property Tax and Other Taxes,Sales Tax Revenue,Taxes,Minimum Wage Legislation,Government Employment,Union Density,Hiring regulations and minimum wage,Labor Market Freedom,Credit Market Regulation,Business Regulations,Labor Market Freedom.1
USA,1990,New York,US-NY,3.8,49,4,7.06,0,6.42,,4.49,0.74,,,5,2.09,4.74,3.14,7.29,4,0,,,,,3.76
USA,1990,Ohio,US-OH,4.64,41,4,9.61,0.84,4.33,,4.93,2.18,,,7,6.48,5.7,5.34,3.95,7.01,0,,,,,3.65
USA,1990,Oklahoma,US-OK,5.7,26,2,9.43,5.21,8.03,,7.56,5.64,,,6,8.33,3.76,5.93,1.67,4.4,4.73,,,,,3.6
USA,1990,Oregon,US-OR,4.56,43,4,8.19,6.46,7.54,,7.4,1.83,,,4,0.17,9.79,3.95,1.15,5.84,0,,,,,2.33
USA,1990,Pennsylvania,US-PA,5.65,28,3,10,1.25,7.74,,6.33,4.7,,,9,4.77,6.23,6.18,4.29,9.05,0,,,,,4.45
USA,1990,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,1990,Rhode Island,US-RI,4.85,38,4,8.81,1.36,6.05,,5.41,4.9,,,7,3.62,5.64,5.29,3.05,8.26,0.22,,,,,3.84
USA,1990,South Carolina,US-SC,6.17,18,2,8.72,7.8,9.02,,8.51,4.86,,,6,7.08,4.34,5.57,1.54,4.93,6.8,,,,,4.42
USA,1990,South Dakota,US-SD,6.72,7,1,9.63,7.86,10,,9.16,9.87,,,10,4.13,3.67,6.92,1.93,5.38,4.9,,,,,4.07
USA,1990,Tennessee,US-TN,6.88,4,1,10,7.58,9.85,,9.14,9.3,,,10,8.01,2.04,7.34,2.17,7.59,2.75,,,,,4.17
USA,1990,Texas,US-TX,6.75,6,1,10,7.01,9.49,,8.83,9.98,,,10,3.66,2.7,6.58,2.89,6.12,5.49,,,,,4.84
USA,1990,Utah,US-UT,5.47,31,3,9.21,5.7,7.89,,7.6,3.97,,,7,6.64,3.56,5.29,0.26,5.49,4.77,,,,,3.51
USA,1990,Virginia,US-VA,7.07,2,1,10,7.39,10,,9.13,5.31,,,7,5.57,6.37,6.06,5.52,7.05,5.44,,,,,6
USA,1990,Vermont,US-VT,4.98,35,3,7.32,0.44,10,,5.92,5.27,,,7,1.66,5.71,4.91,3,7.07,2.27,,,,,4.12
USA,1990,Washington,US-WA,4.87,37,3,10,2.47,4.92,,5.8,8.18,,,10,5.07,0,5.81,2.97,6.07,0,,,,,3.02
USA,1990,Wisconsin,US-WI,4.65,40,4,8.06,2.05,8.56,,6.23,3.12,,,6,3.25,5.25,4.41,3.44,6.51,0,,,,,3.32
USA,1990,West Virginia,US-WV,3.97,47,4,8.49,3.69,3.48,,5.22,3.66,,,6.5,8.33,2.85,5.34,0,2.73,1.31,,,,,1.35
USA,1990,Wyoming,US-WY,4.84,39,4,4.85,5.74,6.69,,5.76,8.56,,,10,0,5.55,6.03,3.51,0,4.72,,,,,2.74
USA,1991,Alaska,US-AK,3.31,50,4,0,0.75,3.03,,1.26,4.8,,,10,0,8.9,5.93,3.96,2.16,2.07,,,,,2.73
USA,1991,Alabama,US-AL,5.98,13,1,8.48,6.92,8.89,,8.1,6.72,,,8,10,3.92,7.16,0,4.43,3.65,,,,,2.69
USA,1991,Arkansas,US-AR,6.04,11,1,9.33,6.78,9.26,,8.46,5.71,,,6,9.72,3.95,6.34,0,6.25,3.68,,,,,3.31
USA,1991,Arizona,US-AZ,5.53,23,2,9.13,5.97,8.45,,7.85,5.99,,,6.5,4.07,2.56,4.78,1.2,5.35,5.32,,,,,3.96
USA,1991,California,US-CA,4.31,40,4,8.43,0,5.61,,4.68,3.51,,,3.5,5.78,4.76,4.39,4.18,7.34,0.08,,,,,3.86
USA,1991,Colorado,US-CO,6.14,9,1,9.86,6.57,7.51,,7.98,5.09,,,7,5.11,5.23,5.6,3.65,6.56,4.26,,,,,4.82
USA,1991,Connecticut,US-CT,5.73,19,2,9.49,2.24,7.39,,6.37,8,,,9,2.13,4.28,5.85,6.78,8.07,0,,,,,4.95
USA,1991,Delaware,US-DE,5.98,13,2,9.07,6.15,8.85,,8.02,3.2,,,5.5,4.25,9.44,5.6,4.82,7.52,0.65,,,,,4.33
USA,1991,Florida,US-FL,6.63,4,1,9.66,6.66,10,,8.77,9.16,,,10,4.21,2.89,6.57,3.28,6.61,3.75,,,,,4.55
USA,1991,Georgia,US-GA,6.12,10,1,9.05,6.57,9.35,,8.32,5.39,,,6,7.07,4.24,5.67,1.77,5.51,5.84,,,,,4.38
USA,1991,Hawaii,US-HI,5.47,25,2,9.06,5.71,8,,7.59,3.54,,,4.5,9.33,0,4.34,5.44,7.95,0,,,,,4.46
USA,1991,Iowa,US-IA,4.94,33,3,7.75,4.32,9.71,,7.26,4.48,,,6.5,2.97,5.74,4.92,0.91,5.15,1.86,,,,,2.64
USA,1991,Idaho,US-ID,5.62,21,2,8.96,8.7,8,,8.55,3.68,,,5,6.57,5.07,5.08,0,4.46,5.26,,,,,3.24
USA,1991,Illinois,US-IL,5.39,28,3,10,1.97,7.79,,6.59,6.01,,,8,4.2,4.83,5.76,4.16,7.29,0,,,,,3.82
USA,1991,Indiana,US-IN,5.87,15,2,9,6.7,10,,8.57,5.44,,,8,6.08,5.27,6.2,1.58,6.98,0,,,,,2.85
USA,1991,Kansas,US-KS,5.68,20,2,9.06,6.32,9.24,,8.21,5.98,,,7,4.23,5.04,5.56,2.33,4.16,3.34,,,,,3.28
USA,1991,Kentucky,US-KY,5.25,30,3,8.88,4.93,7.79,,7.2,3.02,,,6,8.32,4.63,5.49,0,6.28,2.9,,,,,3.06
USA,1991,Louisiana,US-LA,5.21,31,3,7.3,5.7,7.19,,6.73,7.16,,,6.5,8.66,1.62,5.99,0,2.46,6.29,,,,,2.92
USA,1991,Massachusetts,US-MA,5.01,32,3,8.91,0.77,5.1,,4.93,2.42,,,7,4.55,7.58,5.39,5.58,8.14,0.48,,,,,4.73
USA,1991,Maryland,US-MD,6.3,8,1,10,4.97,7.58,,7.52,3.17,,,7,6.75,6.96,5.97,5.64,7.2,3.39,,,,,5.41
USA,1991,Maine,US-ME,3.86,47,4,7.17,0,6.53,,4.57,5.05,,,4.5,2.15,5.27,4.24,1.4,6.22,0.68,,,,,2.77
USA,1991,Michigan,US-MI,4.01,45,4,7.8,0,5.55,,4.45,3.87,,,7,1.68,6.85,4.85,2.65,5.56,0,,,,,2.74
USA,1991,Minnesota,US-MN,4.22,41,4,7.49,0,7.7,,5.06,2.74,,,5.5,4.02,5.06,4.33,3.48,6.37,0,,,,,3.28
USA,1991,Missouri,US-MO,6.53,5,1,10,7.24,9.23,,8.82,5.97,,,8,8.44,4.74,6.79,2,7.82,2.14,,,,,3.99
USA,1991,Mississippi,US-MS,5.62,21,2,7.28,7.5,8.66,,7.81,6.92,,,7,7.44,3.12,6.12,0,2.49,6.27,,,,,2.92
USA,1991,Montana,US-MT,4.16,42,4,7.07,5.39,4.15,,5.54,3.55,,,5.5,2.29,8.95,5.07,0,3.5,2.08,,,,,1.86
USA,1991,North Carolina,US-NC,6.03,12,1,9.26,4.99,8.97,,7.74,4.58,,,5.5,8.17,5.45,5.93,1.43,5.81,6.04,,,,,4.43
USA,1991,North Dakota,US-ND,4.91,34,3,6.45,7.16,7.57,,7.06,6.34,,,2.5,5.41,3.61,4.46,0,4.55,5.03,,,,,3.19
USA,1991,Nebraska,US-NE,5.87,15,2,9.22,7.5,10,,8.91,6.38,,,6.5,3.56,4.87,5.33,2.38,4.97,2.76,,,,,3.37
USA,1991,New Hampshire,US-NH,7.01,1,1,10,8.11,9.17,,9.09,9.35,,,10,0,9.1,7.11,4.24,7.44,2.76,,,,,4.81
USA,1991,New Jersey,US-NJ,5.42,26,2,9.29,6.29,7.1,,7.56,5.34,,,6.5,0.81,5.45,4.53,6.43,6.09,0,,,,,4.17
USA,1991,New Mexico,US-NM,4.88,35,3,6.71,5.04,7.9,,6.55,6.51,,,5.5,9.89,0.37,5.57,0,0.2,7.38,,,,,2.52
USA,1991,Nevada,US-NV,5.85,17,2,10,9.94,1.53,,7.16,6.79,,,10,6.68,0.81,6.07,4.14,8.79,0,,,,,4.31
USA,1991,New York,US-NY,3.34,49,4,6.11,0,5.28,,3.79,1.25,,,5,1.29,4.53,3.02,5.79,3.84,0,,,,,3.21
USA,1991,Ohio,US-OH,4.1,44,4,9.07,0.27,3.21,,4.18,1.82,,,6.5,6.28,5.74,5.08,2.37,6.76,0,,,,,3.04
USA,1991,Oklahoma,US-OK,5.49,24,2,8.96,5.86,7.29,,7.37,5.39,,,6,8.98,3.41,5.94,0,4.15,5.33,,,,,3.16
USA,1991,Oregon,US-OR,4.13,43,4,7.71,5.31,6.64,,6.55,1.76,,,4,0.01,9.74,3.88,0,5.65,0.24,,,,,1.96
USA,1991,Pennsylvania,US-PA,5.35,29,3,10,0.71,7.09,,5.93,4.9,,,8,4.71,6.44,6.01,3.42,8.93,0,,,,,4.11
USA,1991,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,1991,Rhode Island,US-RI,3.95,46,4,8.49,0,2.92,,3.8,4.86,,,5.5,2.65,5.4,4.6,2.57,7.8,0,,,,,3.45
USA,1991,South Carolina,US-SC,5.81,18,2,7.84,7.56,8.36,,7.92,5.46,,,6,6.78,4.78,5.75,0,4.27,7.01,,,,,3.76
USA,1991,South Dakota,US-SD,6.5,6,1,9.13,8.18,10,,9.1,9.78,,,10,4.05,3.86,6.92,0.44,5.31,4.69,,,,,3.48
USA,1991,Tennessee,US-TN,6.7,2,1,9.93,7.05,9.42,,8.8,9.37,,,10,8.07,2.39,7.46,0.77,7.43,3.31,,,,,3.84
USA,1991,Texas,US-TX,6.48,7,1,9.92,6.59,9.49,,8.67,10,,,10,3.53,2.35,6.47,1.36,5.93,5.65,,,,,4.32
USA,1991,Utah,US-UT,5.4,27,2,8.99,4.95,7.83,,7.26,3.91,,,7,7.27,3.79,5.49,0,5.26,5.05,,,,,3.44
USA,1991,Virginia,US-VA,6.68,3,1,10,5.41,10,,8.47,5.52,,,7,5.42,6.34,6.07,4.28,6.74,5.49,,,,,5.5
USA,1991,Vermont,US-VT,4.38,38,4,6.47,0,9.09,,5.19,5.34,,,5.5,0.14,5.94,4.23,1.86,6.61,2.67,,,,,3.71
USA,1991,Washington,US-WA,4.69,36,3,9.61,1.57,4.33,,5.17,8.33,,,10,4.87,0,5.8,3.66,5.69,0,,,,,3.12
USA,1991,Wisconsin,US-WI,4.34,39,4,7.6,2.2,7.94,,5.91,2.75,,,6,2.8,5.29,4.21,2.33,6.35,0,,,,,2.9
USA,1991,West Virginia,US-WV,3.76,48,4,7.94,4.14,2.48,,4.86,2.49,,,6.5,8.13,2.91,5,0,2.63,1.64,,,,,1.42
USA,1991,Wyoming,US-WY,4.6,37,3,4.55,4.51,6.2,,5.09,9.1,,,10,0.29,5.52,6.23,2.23,0,5.23,,,,,2.49
USA,1992,Alaska,US-AK,3.47,48,4,0,0.03,2.19,,0.74,5.56,,,10,1.63,8.99,6.54,4.06,2.12,3.18,,,,,3.12
USA,1992,Alabama,US-AL,5.9,16,2,8.25,6.07,8.84,,7.72,6.76,,,8,10,3.74,7.12,0.56,4.34,3.65,,,,,2.85
USA,1992,Arkansas,US-AR,5.94,13,2,8.87,7.02,8.77,,8.22,5.62,,,6,9.42,3.12,6.04,0,6.14,4.52,,,,,3.55
USA,1992,Arizona,US-AZ,5.37,26,2,8.87,4.28,8.17,,7.11,6.08,,,6.5,4.38,2.78,4.93,1.29,5.18,5.7,,,,,4.06
USA,1992,California,US-CA,4.14,42,4,8.24,0,4.19,,4.14,3.53,,,3.5,5.58,4.5,4.28,4.71,6.99,0.32,,,,,4.01
USA,1992,Colorado,US-CO,6.17,10,1,9.67,6.49,7.32,,7.83,4.99,,,7,5.64,5.19,5.71,4.02,6.43,4.47,,,,,4.97
USA,1992,Connecticut,US-CT,5.41,24,2,9.38,2.59,6.22,,6.07,4.53,,,7,2.15,5.44,4.78,7.62,8.21,0.35,,,,,5.39
USA,1992,Delaware,US-DE,5.52,21,2,8.87,5.84,7.3,,7.34,2.18,,,5.5,2.5,9.23,4.85,4.8,7.39,0.91,,,,,4.37
USA,1992,Florida,US-FL,6.56,4,1,9.69,6.07,9.59,,8.45,8.79,,,10,4.01,2.95,6.44,3.44,6.59,4.35,,,,,4.79
USA,1992,Georgia,US-GA,6.21,9,1,9.12,6.39,8.83,,8.11,5.46,,,6,6.88,4.73,5.77,2.26,5.79,6.22,,,,,4.75
USA,1992,Hawaii,US-HI,5.02,32,3,8.61,3.63,7.49,,6.58,4.25,,,4.5,8.91,0.09,4.44,4.95,7.21,0,,,,,4.05
USA,1992,Iowa,US-IA,4.93,33,3,7.87,4.01,9.59,,7.16,4.56,,,6.5,2.95,5.86,4.97,0.41,5.25,2.34,,,,,2.67
USA,1992,Idaho,US-ID,5.58,20,2,8.7,8.47,7.71,,8.29,3.89,,,5,6.38,5.01,5.07,0.62,4.31,5.17,,,,,3.37
USA,1992,Illinois,US-IL,5.47,23,2,10,2.69,7.07,,6.59,6.05,,,8,4.19,5.23,5.87,4.74,7.16,0,,,,,3.97
USA,1992,Indiana,US-IN,5.94,13,2,8.87,6.56,10,,8.48,4.56,,,8,6.6,5.7,6.22,2.3,6.87,0.18,,,,,3.12
USA,1992,Kansas,US-KS,5.85,17,2,9.16,6.12,9.45,,8.24,6.37,,,7,4.26,5.2,5.71,2.89,3.77,4.17,,,,,3.61
USA,1992,Kentucky,US-KY,5.31,27,2,8.7,4.78,7.45,,6.98,3.41,,,6,8.29,4.83,5.63,0.37,6.32,3.26,,,,,3.32
USA,1992,Louisiana,US-LA,5.38,25,2,6.36,5.99,6.89,,6.41,7.45,,,8.5,9,1.94,6.72,0,2.14,6.83,,,,,2.99
USA,1992,Massachusetts,US-MA,5.17,29,3,9.34,1.77,4.82,,5.31,1.81,,,7,4.48,7.58,5.22,5.85,8.44,0.68,,,,,4.99
USA,1992,Maryland,US-MD,6.23,8,1,10,5.04,7.05,,7.36,3.15,,,7,6.5,6.95,5.9,5.78,7.08,3.37,,,,,5.41
USA,1992,Maine,US-ME,3.92,45,4,7.03,0.41,5.65,,4.36,4.78,,,4.5,1.81,4.68,3.94,1.79,6.18,2.36,,,,,3.44
USA,1992,Michigan,US-MI,4.03,43,4,7.79,0.05,5.22,,4.35,3.9,,,7,1.93,6.65,4.87,3.02,5.57,0,,,,,2.86
USA,1992,Minnesota,US-MN,4.22,41,4,7.19,0,7.7,,4.96,3.21,,,5.5,3.71,4.89,4.33,3.99,6.17,0,,,,,3.39
USA,1992,Missouri,US-MO,6.51,5,1,10,7.03,8.86,,8.63,5.93,,,8,8.18,4.93,6.76,2.44,7.68,2.3,,,,,4.14
USA,1992,Mississippi,US-MS,5.59,19,2,6.84,7.75,8.48,,7.69,7.06,,,7,7.51,3.34,6.23,0,2.45,6.12,,,,,2.86
USA,1992,Montana,US-MT,3.86,46,4,7.08,5.28,4.18,,5.51,3.17,,,5.5,0,8.85,4.38,0,3.22,1.82,,,,,1.68
USA,1992,North Carolina,US-NC,6.01,11,1,9.44,4.26,8.87,,7.53,4.68,,,5.5,8.06,4.67,5.73,2.15,5.69,6.48,,,,,4.77
USA,1992,North Dakota,US-ND,5.04,31,3,6.39,6.42,7.14,,6.65,6.47,,,2.5,5.76,4.83,4.89,0.83,4.3,5.59,,,,,3.57
USA,1992,Nebraska,US-NE,5.98,12,1,9.17,7.42,10,,8.86,6.19,,,6.5,4.34,4.95,5.49,2.78,4.64,3.3,,,,,3.57
USA,1992,New Hampshire,US-NH,6.4,6,1,7.92,6,8.91,,7.61,9.35,,,10,0,6.4,6.44,4.5,7.73,3.2,,,,,5.14
USA,1992,New Jersey,US-NJ,4.91,34,3,8.5,6.04,5.2,,6.58,4.85,,,6.5,0.91,5.3,4.39,5.16,6.09,0,,,,,3.75
USA,1992,New Mexico,US-NM,4.61,36,3,5.56,3.94,7.45,,5.65,5.97,,,5.5,10,0.61,5.52,0,0.18,7.76,,,,,2.65
USA,1992,Nevada,US-NV,5.94,13,2,9.79,9.46,2.75,,7.33,6.96,,,10,6.6,1.18,6.18,4.64,8.28,0,,,,,4.31
USA,1992,New York,US-NY,3.06,50,4,6.2,0,3.17,,3.12,0.01,,,5,1.25,4.57,2.71,6.08,3.98,0,,,,,3.35
USA,1992,Ohio,US-OH,4.01,44,4,9.02,0,2.34,,3.79,2.02,,,6.5,6.09,5.84,5.11,2.84,6.55,0,,,,,3.13
USA,1992,Oklahoma,US-OK,5.48,22,2,8.44,5.37,6.7,,6.84,5.45,,,6,9.22,4.09,6.19,0.36,3.86,5.98,,,,,3.4
USA,1992,Oregon,US-OR,4.32,40,4,7.47,5.06,5.86,,6.13,1.43,,,6,0.76,9.8,4.5,0.46,5.48,1.01,,,,,2.32
USA,1992,Pennsylvania,US-PA,5.14,30,3,8.96,2.23,6.02,,5.74,3.55,,,8,4.22,6.15,5.48,3.75,8.83,0,,,,,4.19
USA,1992,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,1992,Rhode Island,US-RI,3.44,49,4,6.09,0,1.68,,2.59,3.69,,,5.5,1.54,5.75,4.12,3.09,7.76,0,,,,,3.62
USA,1992,South Carolina,US-SC,5.72,18,2,8.05,6.4,7.79,,7.41,5.57,,,6,6.78,5.23,5.89,0.27,3.89,7.36,,,,,3.84
USA,1992,South Dakota,US-SD,6.6,3,1,8.96,7.98,10,,8.98,9.85,,,10,4.6,3.73,7.05,1.14,4.93,5.25,,,,,3.77
USA,1992,Tennessee,US-TN,6.72,1,1,9.52,7.12,9.14,,8.59,9.37,,,10,8.1,1.93,7.35,1.59,7.33,3.69,,,,,4.21
USA,1992,Texas,US-TX,6.34,7,1,9.54,6.25,8.98,,8.26,10,,,10,2.96,2.54,6.37,1.9,5.58,5.67,,,,,4.38
USA,1992,Utah,US-UT,5.3,28,3,8.69,4.78,8.15,,7.21,3.88,,,7,6.91,3.76,5.39,0,4.96,4.98,,,,,3.31
USA,1992,Virginia,US-VA,6.65,2,1,10,5.12,9.74,,8.29,5.59,,,7,5.62,6.49,6.17,4.54,6.53,5.43,,,,,5.5
USA,1992,Vermont,US-VT,4.46,38,4,6.73,0,8.63,,5.12,5.27,,,5.5,0.03,5.38,4.04,2.49,6.81,3.37,,,,,4.22
USA,1992,Washington,US-WA,4.7,35,3,8.98,1.79,4.7,,5.16,7.74,,,10,4.94,0,5.67,4.43,5.34,0,,,,,3.26
USA,1992,Wisconsin,US-WI,4.43,39,4,7.76,2.41,7.39,,5.85,2.99,,,6,3.3,5.36,4.41,2.94,6.05,0.07,,,,,3.02
USA,1992,West Virginia,US-WV,3.77,47,4,7.13,4.04,1.97,,4.38,3.08,,,6.5,8.2,3.59,5.34,0,2.44,2.3,,,,,1.58
USA,1992,Wyoming,US-WY,4.5,37,3,3.94,4.08,5.61,,4.54,9.14,,,10,0,5.45,6.15,2.45,0,5.98,,,,,2.81
USA,1993,Alaska,US-AK,3.06,49,4,0,0,1.75,,0.58,0,,,10,2.1,8.99,5.27,4.54,1.97,3.44,,,,,3.32
USA,1993,Alabama,US-AL,5.83,16,2,8.23,5.63,8.83,,7.56,6.54,,,8,10,3.16,6.92,1.12,4.41,3.47,,,,,3
USA,1993,Arkansas,US-AR,5.86,15,2,8.42,6.75,8.54,,7.91,5.17,,,6,9.75,2.9,5.95,0,6.28,4.86,,,,,3.71
USA,1993,Arizona,US-AZ,5.31,27,2,8.93,3.77,7.75,,6.82,5.76,,,7,4.45,2.81,5.01,1.89,4.76,5.69,,,,,4.11
USA,1993,California,US-CA,4.09,42,4,7.93,0,3.33,,3.75,2.9,,,4,5.81,4.47,4.29,4.92,6.99,0.74,,,,,4.22
USA,1993,Colorado,US-CO,6.26,7,1,9.54,6.74,6.73,,7.67,4.75,,,7,5.8,5.32,5.72,4.69,6.78,4.74,,,,,5.4
USA,1993,Connecticut,US-CT,5.32,26,2,9.37,2.78,5.41,,5.85,3.68,,,7.5,2.07,5.59,4.71,7.95,8.15,0.11,,,,,5.4
USA,1993,Delaware,US-DE,5.7,18,2,8.71,5.61,7.54,,7.29,2.95,,,5.5,2.82,9.29,5.14,5.1,7.15,1.73,,,,,4.66
USA,1993,Florida,US-FL,6.49,4,1,9.54,5.1,9.52,,8.05,8.59,,,10,4.11,2.51,6.3,4.03,6.77,4.52,,,,,5.1
USA,1993,Georgia,US-GA,6.23,8,1,8.84,6.19,9.13,,8.05,5.15,,,6,6.57,4.46,5.55,2.86,5.96,6.41,,,,,5.08
USA,1993,Hawaii,US-HI,4.4,39,4,8.06,2.51,6.13,,5.57,4.41,,,4,8.6,0.34,4.34,3.07,6.8,0,,,,,3.29
USA,1993,Iowa,US-IA,4.71,35,3,7.15,3.84,9.25,,6.74,4.27,,,6.5,2.22,5.03,4.5,0.38,5.28,3.01,,,,,2.89
USA,1993,Idaho,US-ID,5.7,18,2,8.94,8.76,7.35,,8.35,3.44,,,5,6.4,5.18,5,1.65,4.6,5.02,,,,,3.76
USA,1993,Illinois,US-IL,5.51,22,2,10,3.59,6.75,,6.78,5.75,,,8,3.62,5.23,5.65,5.11,7.18,0,,,,,4.09
USA,1993,Indiana,US-IN,6.04,11,1,8.54,6.27,10,,8.27,4.48,,,8,6.25,6.41,6.29,2.98,7.08,0.65,,,,,3.57
USA,1993,Kansas,US-KS,5.72,17,2,8.86,5.9,9.35,,8.04,5.62,,,5,5.21,4.58,5.11,3.46,3.68,4.95,,,,,4.03
USA,1993,Kentucky,US-KY,5.37,25,2,8.8,5.04,7.24,,7.03,3.31,,,6,8.29,4.62,5.56,0.86,6.3,3.45,,,,,3.54
USA,1993,Louisiana,US-LA,5.44,23,2,5.96,6.74,6.65,,6.45,7.36,,,8.5,9.16,2.17,6.8,0.79,2.3,6.14,,,,,3.08
USA,1993,Massachusetts,US-MA,5.25,29,3,9.24,1.69,5.16,,5.37,1.96,,,7,4.42,7.49,5.22,6.29,8.45,0.8,,,,,5.18
USA,1993,Maryland,US-MD,6.16,10,1,10,5.41,6.7,,7.37,2.69,,,7,5.68,6.65,5.51,6.17,7.03,3.61,,,,,5.6
USA,1993,Maine,US-ME,4.07,44,4,6.99,0.53,5.99,,4.5,4.38,,,5,1.72,4.45,3.89,2.29,6.25,2.91,,,,,3.81
USA,1993,Michigan,US-MI,4.13,41,4,7.62,0.64,5.48,,4.58,2.93,,,7,1.75,7.03,4.68,3.73,5.67,0,,,,,3.13
USA,1993,Minnesota,US-MN,4.01,45,4,6.85,0,7.2,,4.68,2.55,,,5.5,3.01,4.67,3.93,4.24,6.04,0,,,,,3.42
USA,1993,Missouri,US-MO,6.51,3,1,10,6.85,8.78,,8.54,5.62,,,8,8.14,4.79,6.64,3.01,7.7,2.31,,,,,4.34
USA,1993,Mississippi,US-MS,5.52,21,2,7.23,7.82,7.8,,7.62,6.16,,,7,7.36,2.51,5.76,0,2.9,6.69,,,,,3.2
USA,1993,Montana,US-MT,4.08,43,4,6.92,5.12,4.11,,5.38,2.35,,,6.5,0.6,9.08,4.63,0.94,3.77,1.95,,,,,2.22
USA,1993,North Carolina,US-NC,5.96,12,1,9.37,3.38,8.99,,7.25,4.27,,,5.5,8.15,4.6,5.63,2.86,5.81,6.3,,,,,4.99
USA,1993,North Dakota,US-ND,5.05,30,3,5.88,5.81,5.77,,5.82,5.78,,,8,5.28,3.85,5.73,1,4.35,5.44,,,,,3.59
USA,1993,Nebraska,US-NE,5.94,14,2,8.84,7.44,10,,8.76,6.1,,,6,3.82,4.88,5.2,3.17,4.83,3.62,,,,,3.87
USA,1993,New Hampshire,US-NH,6.47,5,1,9.03,5.59,10,,8.21,9.08,,,7,0,6.66,5.68,4.81,7.79,4,,,,,5.53
USA,1993,New Jersey,US-NJ,4.92,32,3,8.78,5.91,5.24,,6.64,4.53,,,7,0.65,5.67,4.46,4.94,5.99,0,,,,,3.64
USA,1993,New Mexico,US-NM,4.67,36,3,5.67,3.63,7.42,,5.57,5.8,,,5.5,10,0.53,5.46,0.59,0.36,8,,,,,2.98
USA,1993,Nevada,US-NV,5.95,13,1,9.85,9.44,3.26,,7.51,6.61,,,10,6.29,0.28,5.8,5.13,8.51,0,,,,,4.55
USA,1993,New York,US-NY,2.97,50,4,5.87,0,2.81,,2.89,0,,,5,1.01,4.32,2.58,6.34,3.92,0,,,,,3.42
USA,1993,Ohio,US-OH,3.95,46,4,8.89,0,2.19,,3.69,1.4,,,6,6.11,5.76,4.82,3.38,6.61,0,,,,,3.33
USA,1993,Oklahoma,US-OK,5.39,24,2,8.34,5.4,6.31,,6.68,5.15,,,6,8.1,4.05,5.82,0.9,4.12,5.99,,,,,3.67
USA,1993,Oregon,US-OR,4.3,40,4,7.11,4.34,5.15,,5.53,1.12,,,7,1.2,9.78,4.77,1.28,5.64,0.84,,,,,2.59
USA,1993,Pennsylvania,US-PA,5.02,31,3,8.68,1.96,4.87,,5.17,3.29,,,9,4.12,5.89,5.57,4.23,8.71,0,,,,,4.31
USA,1993,Puerto Rico,US-PR,,,,,,,,,,,,,,,,,,,,,,,
USA,1993,Rhode Island,US-RI,3.79,47,4,7.65,0,2.07,,3.24,3.05,,,5,2.74,5.19,4,3.7,7.62,1.1,,,,,4.14
USA,1993,South Carolina,US-SC,5.67,20,2,7.78,6.42,7.75,,7.32,5.31,,,6,5.85,5.06,5.56,0.98,3.83,7.62,,,,,4.14
USA,1993,South Dakota,US-SD,6.61,2,1,8.59,8.07,10,,8.89,9.94,,,10,3.91,3.68,6.88,1.7,4.73,5.75,,,,,4.06
USA,1993,Tennessee,US-TN,6.37,6,1,9.67,6.35,9.46,,8.49,9.21,,,6,8.06,1.23,6.12,2.36,7.42,3.66,,,,,4.48
USA,1993,Texas,US-TX,6.23,8,1,9.19,6.05,8.29,,7.84,9.9,,,10,2.75,2.52,6.29,2.48,5.49,5.67,,,,,4.55
USA,1993,Utah,US-UT,5.31,27,2,8.63,5.2,8.03,,7.29,3.77,,,7,7.22,3.26,5.31,0.05,5.12,4.78,,,,,3.32
USA,1993,Virginia,US-VA,6.73,1,1,10,4.95,9.61,,8.19,5.31,,,7,5.82,6.49,6.16,5.03,6.36,6.15,,,,,5.85
USA,1993,Vermont,US-VT,4.74,34,3,7.35,0,8.75,,5.37,5.04,,,6,0.4,5.51,4.24,2.97,6.95,3.9,,,,,4.61
USA,1993,Washington,US-WA,4.57,37,3,8.66,1.47,4.25,,4.79,7.85,,,10,4.47,0,5.58,4.83,5.22,0,,,,,3.35
USA,1993,Wisconsin,US-WI,4.46,38,4,7.32,2.97,7.55,,5.95,2.67,,,6,2.26,5.27,4.05,3.56,6.09,0.53,,,,,3.39
USA,1993,West Virginia,US-WV,3.49,48,4,6.57,4.34,0,,3.64,2.73,,,6.5,7.89,3.18,5.07,0,2.71,2.6,,,,,1.77
USA,1993,Wyoming,US-WY,4.88,33,3,5.2,4.73,4.83,,4.92,8.93,,,10,1.57,5.35,6.46,3.13,0,6.65,,,,,3.26
USA,1994,Alaska,US-AK,3.67,49,4,0,0,1.55,,0.52,6.04,,,10,2.76,8.97,6.94,4.92,2.13,3.62,,,,,3.56
USA,1994,Alabama,US-AL,6.01,16,2,7.8,5.81,9.02,,7.54,6.71,,,8,10,3.43,7.03,1.92,4.35,4.11,,,,,3.46
